85.00004250002125
36, 127, 0.3465238909090909, 0.49090909090909096
26, 127, 0.3593581090909091, 0.5090909090909091
44, 40, 0.7026734454545455, 0.9954545454545455
38, 127, 0.7090905545454546, 1.0045454545454546
36, 104, 1.058823, 1.5000000000000002
22, 127, 1.0652401090909092, 1.509090909090909
36, 117, 1.2385020545454546, 1.7545454545454546
22, 127, 1.2513362727272728, 1.772727272727273
38, 127, 1.581817390909091, 2.240909090909091
38, 42, 1.6556141454545454, 2.3454545454545452
36, 127, 1.7743306636363636, 2.5136363636363637
22, 127, 1.7743306636363636, 2.5136363636363637
38, 127, 2.1080203363636363, 2.9863636363636363
36, 127, 2.316576381818182, 3.281818181818182
22, 127, 2.3294106, 3.3
44, 25, 2.393581690909091, 3.390909090909091
36, 101, 2.807485227272727, 3.977272727272727
38, 127, 2.817110890909091, 3.990909090909091
43, 127, 2.829945109090909, 4.00909090909091
38, 103, 2.9903728363636364, 4.236363636363636
43, 127, 2.9903728363636364, 4.236363636363636
58, 127, 3.1508005636363636, 4.463636363636364
38, 127, 3.163634781818182, 4.481818181818182
36, 89, 3.170051890909091, 4.49090909090909
44, 45, 3.52941, 5.0
43, 127, 3.875933890909091, 5.49090909090909
36, 98, 3.8855595545454547, 5.504545454545455
38, 127, 3.8855595545454547, 5.504545454545455
43, 127, 4.052404390909091, 5.740909090909091
38, 127, 4.068447163636364, 5.763636363636365
43, 127, 4.2320834454545455, 5.995454545454546
38, 127, 4.241709109090909, 6.00909090909091
