130.00041166797027
42, 83, 0.22867060454545457, 0.4954545454545454
44, 102, 0.4594391045454546, 0.9954545454545455
40, 117, 0.465732790909091, 1.009090909090909
36, 67, 0.6881097090909092, 1.490909090909091
42, 80, 0.6902076045454547, 1.4954545454545456
42, 95, 0.9209761045454546, 1.9954545454545456
44, 82, 1.1517446045454547, 2.495454545454545
42, 92, 1.3825131045454548, 2.9954545454545456
40, 122, 1.3846110000000003, 3.0000000000000004
36, 83, 1.6132816045454548, 3.4954545454545456
46, 84, 1.6132816045454548, 3.4954545454545456
42, 83, 2.074818604545455, 4.495454545454546
44, 102, 2.305587104545455, 4.995454545454546
40, 117, 2.3118807909090915, 5.009090909090911
36, 67, 2.5342577090909093, 5.49090909090909
42, 80, 2.536355604545455, 5.495454545454546
42, 95, 2.767124104545455, 5.995454545454546
44, 82, 2.9978926045454553, 6.495454545454547
42, 92, 3.228661104545455, 6.995454545454546
40, 122, 3.2307590000000004, 7.0
36, 83, 3.459429604545455, 7.495454545454546
46, 84, 3.459429604545455, 7.495454545454546
