84.00008400008399
51, 127, 0.3051945, 0.42727272727272714
38, 85, 0.311688, 0.43636363636363634
36, 47, 0.4999995, 0.6999999999999998
51, 127, 0.6558435, 0.9181818181818181
38, 74, 0.67207725, 0.9409090909090907
37, 70, 0.87337575, 1.2227272727272727
37, 30, 0.91233675, 1.2772727272727271
44, 82, 1.025973, 1.4363636363636363
51, 94, 1.02921975, 1.4409090909090907
38, 63, 1.220778, 1.7090909090909085
51, 83, 1.37986875, 1.9318181818181814
36, 48, 1.3863622500000001, 1.940909090909091
51, 68, 1.5909075000000001, 2.227272727272727
38, 53, 1.740258, 2.436363636363636
36, 48, 1.94805, 2.727272727272727
51, 69, 1.95779025, 2.7409090909090907
51, 94, 2.1168810000000002, 2.9636363636363634
37, 78, 2.3181795, 3.2454545454545447
36, 45, 2.45778975, 3.44090909090909
59, 88, 2.45778975, 3.44090909090909
38, 27, 2.65259475, 3.713636363636363
38, 25, 2.714283, 3.7999999999999994
38, 18, 2.766231, 3.872727272727272
36, 50, 2.80194525, 3.9227272727272724
51, 127, 2.82142575, 3.9499999999999997
44, 82, 3.17856825, 4.449999999999999
38, 37, 3.18506175, 4.459090909090908
59, 54, 3.1883085, 4.463636363636364
36, 40, 3.363633, 4.709090909090908
37, 82, 3.54869775, 4.968181818181818
51, 73, 3.5519445000000003, 4.972727272727272
38, 58, 3.76947675, 5.2772727272727264
51, 72, 3.8961, 5.454545454545454
44, 90, 3.9025935, 5.463636363636363
36, 6, 3.9285675, 5.499999999999999
38, 52, 4.0844115, 5.718181818181817
36, 42, 4.246749, 5.945454545454544
51, 84, 4.24999575, 5.949999999999999
51, 65, 4.45129425, 6.2318181818181815
38, 20, 4.46428125, 6.249999999999999
44, 70, 4.571424, 6.4
51, 73, 4.584411, 6.418181818181818
38, 18, 4.60064475, 6.44090909090909
36, 38, 4.792203, 6.709090909090907
51, 96, 4.93830675, 6.913636363636362
38, 44, 4.9415535, 6.918181818181818
36, 41, 5.155839, 7.218181818181818
40, 92, 5.285709, 7.399999999999998
59, 88, 5.29544925, 7.413636363636362
38, 27, 5.51622825, 7.722727272727272
36, 37, 5.63960475, 7.895454545454545
51, 48, 5.649345, 7.909090909090908
