105.000105000105
46, 24, 0.1532466, 0.2681818181818182
46, 48, 0.2831166, 0.4954545454545454
46, 90, 0.42857100000000004, 0.75
46, 104, 0.5740254, 1.0045454545454546
46, 28, 0.7220772000000001, 1.263636363636364
46, 116, 0.8649342000000001, 1.513636363636364
46, 36, 1.0077912, 1.7636363636363634
38, 127, 1.142856, 2.0
46, 19, 1.2935052, 2.2636363636363637
46, 37, 1.4363622, 2.5136363636363637
46, 78, 1.5792192, 2.7636363636363637
46, 113, 1.7220762, 3.0136363636363637
46, 44, 1.8649332, 3.2636363636363637
46, 102, 2.0051928, 3.509090909090909
46, 34, 2.1454524, 3.7545454545454544
46, 24, 2.4389586000000003, 4.2681818181818185
46, 48, 2.5688286000000002, 4.495454545454546
46, 90, 2.714283, 4.75
46, 104, 2.8597374, 5.004545454545454
46, 28, 3.0077892000000004, 5.263636363636365
46, 116, 3.1506462, 5.513636363636364
46, 36, 3.2935032, 5.763636363636364
38, 127, 3.4285680000000003, 6.0
46, 19, 3.5792172, 6.263636363636364
46, 37, 3.7220742, 6.513636363636364
46, 78, 3.8649312, 6.763636363636364
46, 113, 4.0077882, 7.013636363636364
46, 44, 4.1506452000000005, 7.263636363636365
46, 102, 4.2909048, 7.509090909090909
46, 34, 4.4311644, 7.754545454545454
