105.000105000105
44, 67, 0.24935040000000003, 0.4363636363636364
38, 33, 0.272727, 0.47727272727272724
36, 33, 0.415584, 0.7272727272727272
44, 77, 0.5350644, 0.9363636363636363
51, 127, 0.6909084000000001, 1.2090909090909092
44, 72, 0.8155836000000001, 1.4272727272727272
38, 17, 0.8337654000000001, 1.4590909090909092
38, 26, 0.9792198000000001, 1.7136363636363638
44, 77, 1.0961028000000002, 1.9181818181818184
51, 127, 1.1272716, 1.9727272727272727
44, 67, 1.3792194, 2.4136363636363636
37, 49, 1.3870116000000001, 2.4272727272727277
36, 35, 1.5272712000000002, 2.672727272727273
38, 13, 1.532466, 2.6818181818181817
44, 62, 1.6909074000000002, 2.9590909090909094
51, 106, 1.7116866000000002, 2.9954545454545456
44, 77, 1.9844136, 3.472727272727273
38, 31, 2.1220758, 3.7136363636363634
44, 77, 2.2701276, 3.972727272727272
51, 99, 2.2727250000000003, 3.9772727272727275
44, 65, 2.5428546, 4.45
38, 41, 2.5558416, 4.472727272727272
36, 43, 2.6986986, 4.722727272727273
44, 60, 2.8415556, 4.972727272727272
51, 86, 2.8545426000000003, 4.995454545454546
38, 13, 2.999997, 5.25
44, 80, 3.1246722, 5.468181818181818
37, 67, 3.2779188, 5.736363636363636
44, 62, 3.4077888, 5.963636363636364
51, 84, 3.4207758000000004, 5.986363636363636
38, 13, 3.5532432000000003, 6.218181818181819
38, 29, 3.688308, 6.454545454545454
44, 70, 3.688308, 6.454545454545454
36, 45, 3.8337624000000003, 6.709090909090909
51, 90, 3.9844116, 6.972727272727273
44, 70, 3.9896064000000004, 6.981818181818182
38, 14, 4.1116842, 7.195454545454544
44, 80, 4.2571386, 7.45
38, 59, 4.3999956000000005, 7.7
44, 67, 4.542852600000001, 7.950000000000001
51, 105, 4.5584370000000005, 7.977272727272728
